age,sex,activities,romantic,Medu,Fedu,Pstatus,studytime,school,final_grade
0,2,1,2,4,3,T,1,highschool,1
0,2,2,2,2,2,T,4,highschool,0
0,1,1,2,1,1,T,4,highschool,2
1,1,2,1,2,2,T,3,highschool,1
0,1,1,1,1,1,T,1,highschool,0
1,1,1,1,3,3,T,2,highschool,0
0,1,2,1,1,1,T,3,highschool,0
0,2,2,2,2,2,T,1,highschool,0
0,1,2,2,1,1,T,2,highschool,6
0,1,1,2,2,2,T,2,highschool,5
0,1,2,1,1,0,A,2,highschool,0
1,1,2,1,1,1,T,2,highschool,0
0,1,1,2,3,1,T,1,highschool,0
0,1,2,2,3,2,T,1,highschool,0
1,1,2,2,1,1,T,2,highschool,0
0,1,1,1,4,4,T,2,highschool,4
0,1,1,2,1,2,T,1,highschool,3
1,1,2,2,2,4,A,2,highschool,0
0,2,1,2,2,1,T,2,highschool,0
0,1,2,2,1,1,T,2,highschool,0
0,1,1,2,2,3,T,2,highschool,0
0,1,2,1,4,4,T,2,highschool,0
1,2,1,1,4,4,T,4,highschool,0
0,1,2,2,3,4,T,2,highschool,0
0,2,2,2,4,4,T,3,highschool,4
0,1,2,1,4,1,T,1,highschool,2
0,2,2,2,2,2,T,3,highschool,0
0,1,2,2,2,2,T,1,highschool,0
0,1,2,2,4,4,T,1,highschool,0
0,2,1,2,3,3,T,1,highschool,0
0,2,2,1,1,1,T,2,highschool,0
0,2,2,1,2,1,T,2,highschool,0
0,1,2,1,2,1,T,2,highschool,4
0,2,2,2,4,4,T,1,highschool,0
0,2,1,2,1,2,T,2,highschool,0
0,2,1,2,2,2,A,4,highschool,2
0,2,1,2,2,1,A,1,highschool,0
0,1,2,1,2,2,T,3,highschool,0
0,1,1,2,4,1,T,2,highschool,0
0,1,2,1,3,2,T,1,highschool,0
0,1,2,2,2,2,T,2,highschool,0
0,1,2,1,4,4,T,3,highschool,0
0,2,1,1,4,4,T,1,highschool,0
0,2,1,1,1,3,T,1,highschool,0
0,2,1,1,3,4,T,2,highschool,0
0,1,2,2,4,4,T,2,highschool,4
0,2,2,2,4,1,T,1,highschool,0
0,1,1,1,1,1,A,2,highschool,0
0,1,2,2,4,2,T,2,highschool,6
0,2,2,1,2,2,A,2,highschool,1
0,2,2,2,3,2,T,2,highschool,1
1,2,1,2,1,1,T,2,highschool,0
0,2,2,1,1,0,A,1,highschool,0
0,1,1,1,1,1,T,1,highschool,0
0,1,2,1,1,2,T,3,highschool,1
0,2,2,2,1,2,T,1,highschool,0
0,1,1,1,3,1,T,2,highschool,0
0,2,1,1,2,2,T,1,highschool,0
1,2,2,2,1,0,T,1,highschool,1
0,2,1,1,1,1,T,1,highschool,0
1,2,1,2,1,1,T,2,highschool,0
0,1,1,1,2,2,T,2,highschool,0
0,2,1,1,2,2,T,1,highschool,0
0,2,2,2,3,2,T,1,highschool,0
0,2,1,2,1,1,T,1,highschool,0
1,2,2,1,1,1,T,1,highschool,0
1,2,2,2,3,2,T,1,highschool,0
1,2,1,2,3,2,T,1,highschool,0
1,2,1,2,3,3,T,2,highschool,0
0,2,1,1,2,2,T,1,highschool,0
1,2,1,1,2,1,T,1,highschool,0
0,1,1,1,3,2,A,2,highschool,0
0,1,1,2,1,1,T,1,highschool,0
1,2,2,1,1,1,T,1,highschool,0
1,1,2,2,4,3,A,1,highschool,0
1,2,2,2,3,2,T,1,highschool,0
1,2,2,2,1,1,T,2,highschool,0
0,2,2,2,3,3,T,2,highschool,0
1,2,2,1,1,3,T,1,highschool,0
1,2,2,2,1,1,T,1,highschool,0
1,1,2,2,1,2,A,2,highschool,0
1,1,2,2,1,1,A,1,highschool,0
1,1,2,1,2,2,T,1,highschool,0
0,1,2,2,0,0,T,1,highschool,0
0,1,2,2,3,1,A,3,highschool,0
0,1,1,2,4,2,T,2,highschool,0
1,1,1,2,2,2,T,2,highschool,0
0,1,2,1,4,1,T,1,highschool,0
0,1,2,2,1,2,T,1,highschool,0
1,1,1,1,1,1,T,2,highschool,0
1,1,1,2,2,2,T,2,highschool,2
0,1,2,2,3,3,T,1,highschool,1
1,1,2,2,1,2,A,2,highschool,2
1,1,1,2,4,4,T,2,highschool,6
1,2,1,2,4,4,T,1,highschool,5
0,1,2,2,4,2,T,2,highschool,6
1,1,1,1,2,2,T,2,highschool,0
1,2,2,2,1,2,T,1,highschool,0
1,2,1,1,4,4,T,1,highschool,2
0,2,2,2,1,1,T,1,highschool,2
1,1,2,1,2,2,T,2,highschool,0
1,1,2,1,2,2,T,3,highschool,1
1,1,1,1,4,2,A,2,highschool,0
1,1,2,2,1,1,T,2,highschool,0
1,1,2,2,1,1,T,1,highschool,0
0,1,2,1,4,2,T,4,highschool,6
0,1,1,1,2,1,A,2,highschool,0
1,1,2,1,1,1,A,2,highschool,0
1,1,2,2,1,2,T,2,highschool,0
1,1,1,1,1,1,A,2,highschool,0
1,1,2,1,2,2,T,3,highschool,3
0,2,1,1,4,3,T,2,highschool,0
1,1,2,1,3,3,T,2,highschool,0
0,1,1,2,4,4,T,2,highschool,0
0,1,2,1,3,2,A,2,highschool,3
1,2,2,1,1,1,T,1,highschool,2
1,1,2,2,1,1,T,3,highschool,6
1,1,2,1,1,2,A,2,highschool,3
1,1,2,1,3,3,T,2,highschool,1
0,1,1,1,4,4,T,2,highschool,3
0,1,2,2,1,2,T,2,highschool,1
1,2,2,2,1,3,T,2,highschool,0
1,2,2,1,4,4,T,3,highschool,4
0,1,2,1,1,1,T,1,highschool,0
1,1,2,1,2,3,T,1,highschool,0
1,1,2,1,4,4,T,2,highschool,0
1,2,1,1,1,2,T,1,highschool,0
0,1,1,1,2,2,T,3,highschool,0
0,1,1,2,1,2,T,1,highschool,0
1,1,2,2,4,4,T,3,highschool,5
1,1,2,2,1,1,T,3,highschool,0
1,1,2,1,1,1,T,2,highschool,0
1,1,1,2,4,4,T,2,highschool,2
1,1,2,1,3,3,T,2,highschool,4
0,1,1,2,3,1,T,2,highschool,0
1,2,1,2,4,4,T,2,highschool,7
1,2,1,1,2,1,T,1,highschool,0
0,2,1,2,2,3,T,2,highschool,4
1,2,2,2,1,1,T,1,highschool,0
1,2,2,2,4,2,T,1,highschool,0
1,1,2,2,2,2,T,3,highschool,3
0,1,2,2,4,3,T,2,highschool,0
1,1,1,1,4,4,T,1,highschool,0
1,1,1,2,2,3,T,3,highschool,0
1,1,2,2,3,1,T,2,highschool,4
1,1,1,2,1,1,T,2,highschool,0
0,2,2,2,3,1,T,1,highschool,0
1,2,2,2,3,2,T,1,highschool,0
